幹你娘: 髒話: 0.775572657585144, 屌你老母: 0.7581965923309326, 粗口: 0.7560597658157349, 粗話: 0.7392834424972534, 感嘆詞: 0.7087435126304626, 懶音: 0.7064943909645081, 雞巴: 0.7056534290313721, 嘆詞: 0.6996194124221802, 例句: 0.6984925866127014, 屄: 0.6948261260986328, 
鍾馗: 嫁妹: 0.8224217295646667, 樊梨花: 0.7833347320556641, 何仙姑: 0.7796210050582886, 俠女: 0.7776033878326416, 王母娘娘: 0.7691376805305481, 神捕: 0.7625265717506409, 呂洞賓: 0.7624093294143677, 七俠五義: 0.7613126039505005, 韓湘子: 0.7612379789352417, 陸判: 0.7572073936462402, 
無法確定: 難以確定: 0.8018624186515808, 不得而知: 0.7866923213005066, 確切: 0.7813615202903748, 存疑: 0.768728494644165, 未確定: 0.7545225024223328, 定論: 0.7360430955886841, 斷定: 0.7282289862632751, 推斷: 0.7250000238418579, 確知: 0.7223047018051147, 清楚: 0.6944833397865295, 
慾女: 御姐: 0.5765770673751831, 苦命: 0.5712593197822571, 美艷: 0.5490174889564514, 色慾: 0.5487183332443237, 蛇蠍: 0.541530430316925, 陸萍: 0.537791907787323, 花心: 0.5339221954345703, 爭風吃醋: 0.53306645154953, 巫婆: 0.5328152179718018, 小妹: 0.5322738885879517, 
豬公: 神豬: 0.7063246369361877, 搶孤: 0.6610744595527649, 龍船: 0.6316874027252197, 保平安: 0.5657621026039124, 閹雞: 0.5621767044067383, 五十隻: 0.5590174198150635, 火雞: 0.5580569505691528, 竹竿: 0.5543644428253174, 粿: 0.5528151988983154, 石娘: 0.5520007610321045, 
糞坑: 燙死: 0.7511618137359619, 丟在: 0.7312111854553223, 屙: 0.7200303077697754, 把魚: 0.7156636118888855, 爬出來: 0.704953670501709, 肚子: 0.6992483139038086, 丟到: 0.6980873346328735, 幾下: 0.6966694593429565, 燒過: 0.6966514587402344, 小石子: 0.6960639953613281, 
呴: 湖單: 0.922052800655365, 兒單: 0.8515017032623291, 狐鹿: 0.8156946301460266, 萬氏屍: 0.7994597554206848, 姑單: 0.7990413308143616, 烏維單: 0.7982220649719238, 侯單: 0.7898690700531006, 虛閭權: 0.7884272336959839, 渠單: 0.7859833836555481, 逐侯: 0.7823650240898132, 
法克: 伊蒂: 0.7870482802391052, 佩西: 0.7764992713928223, 阿拉比: 0.7647401094436646, 希姆: 0.7305053472518921, 伊薩: 0.7298004031181335, 卡迪斯: 0.7297682762145996, 捷拉: 0.7288945913314819, 達納: 0.7272921800613403, 沙比: 0.7263680100440979, 艾查: 0.7251994013786316, 
只會裝: 再記: 0.7794064283370972, 遵前: 0.7669045329093933, 君弱: 0.7530926465988159, 其話: 0.7515684366226196, echevins: 0.7508840560913086, escrita: 0.7501991987228394, 此篇為: 0.7489969730377197, 學庸: 0.7483562231063843, 惡且: 0.7477449178695679, hongrois: 0.7475225925445557, 
會裝: 抑制器: 0.7345436811447144, 可裝: 0.7318674921989441, 消聲器: 0.7251793742179871, 折疊式: 0.7210080623626709, 制退器: 0.7116081118583679, 內置式: 0.711448073387146, 槍套: 0.7084561586380005, 上裝: 0.701040506362915, 前護木: 0.6997209787368774, 護木: 0.697084367275238, 
家破人亡: 所害: 0.803162157535553, 見死不救: 0.7997136116027832, 遷怒: 0.7903858423233032, 恨之入骨: 0.7835543751716614, 性情大變: 0.7803951501846313, 滅族: 0.7796244025230408, 滅門: 0.7794076800346375, 心灰意冷: 0.7774485945701599, 妻離子散: 0.7689036130905151, 東窗事發: 0.7659711241722107, 
悲哀: 哀傷: 0.7541713714599609, 傷感: 0.7432729005813599, 悲傷: 0.7393786311149597, 苦悶: 0.7355860471725464, 留戀: 0.7274398803710938, 憂愁: 0.7258496284484863, 眷戀: 0.7231983542442322, 迷惘: 0.7155721187591553, 憂傷: 0.7132495641708374, 內心深處: 0.7008883953094482, 
罰娼不罰嫖: 半棒術: 0.8232761025428772, 過錯責任: 0.8180831670761108, 則若: 0.8165650963783264, 吉盛清: 0.8155343532562256, productum: 0.8153466582298279, 性戒: 0.8145081400871277, 中禮: 0.8142943978309631, 貓羅社: 0.8132559657096863, 外喀爾: 0.8132500052452087, 城泉樓: 0.8128893971443176, 
紅眼症: 韋雄: 0.7508991956710815, 給我唱過: 0.7456103563308716, 王友良: 0.7377828359603882, 二缺: 0.7271219491958618, 可嵐: 0.7158826589584351, 陳思慧: 0.7152212858200073, 太愛你: 0.7116472721099854, 何紫慧: 0.7114431858062744, 葉澍暉曲: 0.707426905632019, 高雪嵐: 0.7063431143760681, 
老三: 老四: 0.9154760837554932, 老二: 0.8964211344718933, 老五: 0.8163596391677856, 老六: 0.7709512710571289, 老么: 0.7325713634490967, 大姐: 0.7310630083084106, 二哥: 0.729170560836792, 二嫂: 0.7251232266426086, 三姐: 0.7115005850791931, 大娘: 0.7112334370613098, 
蘇仔: shaviyani: 0.8258336186408997, lalia: 0.8241047263145447, cecay: 0.8231406807899475, 金叔: 0.816599428653717, safaw: 0.8150025606155396, 羿語: 0.814814567565918, zuah: 0.8144353628158569, yaq: 0.8129155039787292, folca: 0.8112231492996216, 通興裡: 0.8111723065376282, 
灌腸: 腸: 0.7819873690605164, 殺菌: 0.7803351879119873, 生肉: 0.7785136699676514, 外用: 0.7755244970321655, 起泡: 0.771209716796875, 健胃: 0.7710133194923401, 補血: 0.7698423266410828, 內服: 0.7688306570053101, 放血: 0.7682666182518005, 消炎: 0.7670506834983826, 
喇叭嘴: craze: 0.6437156796455383, 呂士軒: 0.6428323984146118, akbk: 0.6395108699798584, 費艾斯: 0.6374231576919556, cranberry: 0.6326753497123718, summertime: 0.6305367350578308, maroon: 0.6290246248245239, 癲夠: 0.6262414455413818, lil: 0.6260819435119629, akon: 0.6257762908935547, 
地頭蛇: 豹子頭: 0.6976746320724487, 二虎: 0.6887272596359253, 王小虎: 0.670295238494873, 艾飛: 0.6628842949867249, 鄧九公: 0.6611965894699097, 賭命: 0.6608908176422119, 徐英風: 0.6601302623748779, 雷橫: 0.6599343419075012, 孟良: 0.6598857641220093, 聶風: 0.6574039459228516, 
射: 射到: 0.6528794765472412, 連裝: 0.6105422377586365, 狙: 0.6088394522666931, 箭: 0.6024316549301147, 弩: 0.6015094518661499, 扳: 0.5888379812240601, 對準目標: 0.5887397527694702, 雙炮: 0.5883476734161377, 對空: 0.5876691937446594, 一個雙: 0.5876511931419373, 
長舌: 小眼: 0.8870850801467896, 蝠屬: 0.882861852645874, 蝠: 0.873948335647583, 葉口蝠: 0.8682982921600342, 大耳: 0.8631319999694824, 麂羚: 0.8603211641311646, 果蝠: 0.85955810546875, 斑尾: 0.8405274748802185, 赫氏: 0.8393045663833618, 小齒: 0.8358851671218872, 
老虎鉗: 三十萬年: 0.8932266235351562, 胖團: 0.5859134793281555, 鹹蛋: 0.5835688710212708, 鬼鳳: 0.5791106224060059, 逃舞: 0.5686068534851074, 果汁機: 0.5632971525192261, 旺福: 0.5623668432235718, 吸人: 0.5614640712738037, 貓頭: 0.5576045513153076, 呂士軒: 0.5555030107498169, 
出來打: 白正憲: 0.6575193405151367, 板斧: 0.6534106135368347, 旗者: 0.6393005847930908, 骰仔: 0.6378595232963562, 劣酒: 0.6370722055435181, 狗鏈: 0.6365081071853638, 癩皮狗: 0.6308181881904602, 慘過: 0.6303165555000305, 狄飛: 0.6295344829559326, 一照: 0.6277388334274292, 
短命的: 盛期: 0.6066442131996155, 簡分數: 0.5878175497055054, 點播歌: 0.5874301791191101, 城乃內: 0.5817312002182007, 手賞: 0.5799075365066528, 晚者: 0.5547393560409546, 明醫: 0.544609785079956, 上嗣生: 0.5385705232620239, 上義光: 0.5365269780158997, 強點: 0.5341301560401917, 
皮兒: 苿: 0.6975452303886414, 露姆: 0.6577502489089966, 莉亞娜: 0.6548590660095215, 芺: 0.6480413675308228, 莎妮: 0.6459500789642334, 芙爾: 0.6429845094680786, 哈維亞: 0.6370065808296204, 娜達莎: 0.6354093551635742, 莉妮: 0.6334208250045776, 巴妮: 0.6306180357933044, 
新巨蛋: 組首: 0.662727952003479, 線延駛: 0.649855375289917, 線經: 0.6237205266952515, 程延駛: 0.6103426218032837, 敦南誠品: 0.6022487878799438, 兩性黴素: 0.59581458568573, 黑爸: 0.5887472629547119, 車每: 0.5887316465377808, 冰穹: 0.587286114692688, 燦坤: 0.585766077041626, 
是賤民: 賤民: 0.7455165982246399, 有服: 0.7350989580154419, 賤妾: 0.7178772687911987, 父是: 0.6980838775634766, 多妻: 0.6959580183029175, 伴當: 0.6918474435806274, 首陀羅: 0.691034734249115, 良妾: 0.690343976020813, 生殖崇拜: 0.6875577569007874, 無服: 0.68243408203125, 
老妖: 姥姥: 0.7586122751235962, 蜘蛛精: 0.7528254389762878, 王小虎: 0.7335134744644165, 白猿: 0.7316291928291321, 斷臂: 0.7282020449638367, 石黑龍: 0.7276469469070435, 煉血堂: 0.7275170683860779, 二當家: 0.7216968536376953, 樹妖: 0.7210463285446167, 謝遜: 0.7209871411323547, 
打趴: 偷接: 0.6811566352844238, 接吻時: 0.6730294227600098, 呼呼大睡: 0.6724838018417358, 龍飆: 0.6718466281890869, 亂刺: 0.670359194278717, 魏總鏢頭: 0.6696600914001465, 跳江: 0.6666417121887207, 呆立: 0.6660780310630798, 但傷: 0.662805438041687, 四竄: 0.6618260145187378, 
狗仔孩: 張淑敏: 0.8051659464836121, 許富成: 0.8002316355705261, 林秋華: 0.7869482040405273, 姜榮峰: 0.7800214886665344, 林志泰: 0.7788982391357422, 賴培恩: 0.7785200476646423, 朱宏章: 0.778291642665863, 七金屍: 0.7770217061042786, 江國斌: 0.7750808000564575, 邱宏霖: 0.7724357843399048, 
狗種: gismu: 0.7941068410873413, 認監委: 0.7908881902694702, 女雄: 0.7723689079284668, hlig: 0.7710734605789185, 楊公澄: 0.7681768536567688, iapti: 0.7676530480384827, 穩健性: 0.766416072845459, 換代產品: 0.7648872137069702, 逆衝型: 0.7647018432617188, 錫蒙力: 0.7637354731559753, 
無品: 散官: 0.8330205678939819, 官品: 0.7962253093719482, 散階: 0.7942930459976196, 四品: 0.7867390513420105, 上階: 0.7852007150650024, 二品: 0.7765130996704102, 職事官: 0.7700799703598022, 承事郎: 0.7687481045722961, 秩正: 0.7679110169410706, 第八品: 0.7674624919891357, 
像豬: 如豬: 0.7803918719291687, 尖利: 0.7545411586761475, 如貓: 0.7431886196136475, 腳骨: 0.7318338751792908, 蹄子: 0.7305434346199036, 前爪: 0.7298852205276489, 頸子: 0.7257924675941467, 著個: 0.725231409072876, 肉冠: 0.723931074142456, 貓時: 0.7236208915710449, 
他沒有用: 決一雌雄: 0.42906180024147034, 原能: 0.41295450925827026, 用此: 0.4073910713195801, 郁: 0.40525564551353455, 闡明: 0.399010568857193, 克會: 0.39826440811157227, 基是: 0.39737391471862793, 波菲利: 0.39715415239334106, 並臣: 0.3969777226448059, 彈對: 0.3920815587043762, 
拐杖: 劇烈運動: 0.6638270616531372, 見怪不怪: 0.6491986513137817, 縮回: 0.6450656056404114, 魚時: 0.6444399356842041, 英謙: 0.6419777870178223, 創面: 0.6403810977935791, 跳過去: 0.6365993618965149, 坐輪椅: 0.6341971158981323, 扶住: 0.6341157555580139, 穿脫: 0.6251301765441895, 
不知情: 知情: 0.7857323884963989, 坦承: 0.7748159766197205, 逼問: 0.752038300037384, 隱瞞: 0.7336652278900146, 追問: 0.7158911228179932, 看不下去: 0.709364116191864, 實情: 0.705415666103363, 謊稱: 0.704048752784729, 質問: 0.7033265829086304, 告知: 0.7015734910964966, 
高爾夫世界: 單人滑: 0.6489036083221436, 團體冠軍: 0.5973221659660339, ittf: 0.589897096157074, 排球賽: 0.5881712436676025, 理系: 0.5759145021438599, 四人賽: 0.5723378658294678, 競技體操: 0.572252631187439, 七人欖球: 0.5689396858215332, welterweight: 0.5657334327697754, 團體比賽: 0.5609832406044006, 
棍子: 木棍: 0.8507895469665527, 棍棒: 0.8287287950515747, 刀子: 0.8272449970245361, 木棒: 0.8252728581428528, 用手: 0.8059887886047363, 繩子: 0.8023936748504639, 鐵絲: 0.800849974155426, 鐵棍: 0.7961851358413696, 脖子: 0.790737509727478, 一根: 0.7906608581542969, 
一對: 兩對: 0.8113145232200623, 年輕夫婦: 0.6509037017822266, 兩隻: 0.6440027356147766, 一男一女: 0.630833625793457, 夫妻: 0.6019963026046753, 四對: 0.5956407785415649, 連體: 0.5894955396652222, 同卵: 0.5881719589233398, 兩根: 0.5870335102081299, 五對: 0.584220290184021, 
男女: 蹺蹺板: 0.6501068472862244, 合班: 0.6170324087142944, 隱婚: 0.5996590852737427, 共學: 0.597532331943512, 愛味: 0.5910892486572266, 兼收: 0.5798589587211609, 缺宅: 0.577520489692688, 偽婚: 0.5583338737487793, 情侶: 0.5494025945663452, 檢法: 0.5487506985664368, 
煽: 失計: 0.776023268699646, 諸軍皆: 0.7756004333496094, 俄而: 0.7694100141525269, 第八十三回: 0.7688384056091309, 君必: 0.7683685421943665, 授首: 0.7673360705375671, 氣吞: 0.7662098407745361, 第九十回: 0.7635360956192017, 楚盟: 0.7620023488998413, 楊義臣: 0.7611520290374756, 
動來動去: skilton: 0.8765275478363037, entit: 0.8752325773239136, 黎利社: 0.8748161196708679, abriss: 0.8727642893791199, nnguy: 0.872708797454834, okra: 0.8718875646591187, planulata: 0.8717445731163025, 郡和子: 0.8709094524383545, feudi: 0.8707432746887207, scandale: 0.8700847029685974, 
惡意破壞: 打砸: 0.7017894983291626, 滋擾: 0.6823421716690063, 行竊: 0.6560623645782471, 縱火: 0.655599057674408, 偷稅漏稅: 0.6511698365211487, 砸店: 0.6474427580833435, 阻街: 0.6455135941505432, 打擊報復: 0.643983006477356, 盜竊: 0.6420038938522339, 恐嚇: 0.6392272710800171, 
廠區: 廠房: 0.7760742902755737, 廠址: 0.7729287147521973, 火力發電廠: 0.770993173122406, 電廠: 0.7655746936798096, 三廠: 0.7549772262573242, 分廠: 0.7542566061019897, 自來水廠: 0.7537306547164917, 一廠: 0.7514083385467529, 水泥廠: 0.7498182654380798, 糖廠: 0.7415632605552673, 
臭名: 惡名: 0.6557008028030396, 仇視: 0.6420578360557556, 聲名狼藉: 0.6167799830436707, 鄙視: 0.6157089471817017, 殘暴: 0.6130653619766235, 觸怒: 0.612032413482666, 痛恨: 0.6085450053215027, 遠播: 0.6024075746536255, 人視: 0.5965346693992615, 招來: 0.5838353633880615, 
壞孩子: 女狼: 0.6389026641845703, 超酷: 0.6000669002532959, 硬漢: 0.5776482820510864, 醜小鴨: 0.5642769932746887, 小丑: 0.5574901103973389, 橫衝直撞: 0.5469972491264343, 大情聖: 0.5453956127166748, 男孩: 0.544873833656311, 混混: 0.5439808368682861, 傻瓜: 0.5431146025657654, 
金白錢: 紙錢: 0.8684130311012268, 墓紙: 0.8679563403129578, 壽金: 0.8046454787254333, 金紙: 0.8032035827636719, 九金: 0.7932543754577637, 燒紙: 0.7544534206390381, 牲禮: 0.7463698387145996, 色紙: 0.7446933388710022, 燒給: 0.7424747347831726, 三牲: 0.7413626313209534, 
是流氓: 親像山: 0.675886869430542, 長不大: 0.6498086452484131, 關媽: 0.6356672644615173, 耍手段: 0.6249030828475952, 冠曉荷: 0.6241003274917603, 阿鼠: 0.6226587891578674, 敗家子: 0.6184839010238647, 爹爹: 0.6181769371032715, 屎尿: 0.6166646480560303, 花如玉: 0.6165351867675781, 
老頭子: 老太婆: 0.8128107786178589, 老頭: 0.7956321239471436, 乾爹: 0.7504191398620605, 大爺: 0.7437512874603271, 包龍星: 0.733440637588501, 奴才: 0.728262186050415, 心術不正: 0.7276561856269836, 算命先生: 0.7269100546836853, 不務正業: 0.723251461982727, 闖禍: 0.7171424627304077, 
老巫婆: 鳥身: 0.618370771408081, 猿猴: 0.6164382100105286, 黑犬: 0.6074299812316895, 鷹身: 0.6033319234848022, 食人: 0.6009448170661926, 人面: 0.5915140509605408, 小山羊: 0.59104323387146, 巨魔: 0.5902615785598755, 為貓: 0.5890365839004517, 饕餮: 0.5890230536460876, 
醜怪: 乾瘦: 0.6803339719772339, 一付: 0.6707189679145813, 眼白: 0.6572380661964417, 畢現: 0.6493099927902222, 蒼白: 0.6466370224952698, 鷹勾鼻: 0.6458057761192322, 粗豪: 0.6419605016708374, 妖冶: 0.6365260481834412, 他長: 0.6360305547714233, 人變: 0.6333968043327332, 
膣: 淫語: 0.8103752136230469, 薬漬: 0.7700471878051758, 痴女: 0.7684301137924194, maxing: 0.7631803750991821, 若妻: 0.7570298910140991, 亂交: 0.7552281618118286, oppai: 0.7508995532989502, 餌食: 0.7443099021911621, 浣腸: 0.7435849905014038, 乳首: 0.7406222820281982, 
吸毒的: 吸毒: 0.7860857248306274, 酗酒: 0.7356366515159607, 濫交: 0.7326990365982056, 妄想症: 0.7121971845626831, 吸食毒品: 0.702619731426239, 嫖妓: 0.6985141038894653, 誤入歧途: 0.6962689161300659, 濫藥: 0.6902843713760376, 自殘: 0.6883936524391174, 情緒低落: 0.6881240010261536, 
神豬: 保平安: 0.7306786775588989, 端午: 0.708173394203186, 豬公: 0.7063246369361877, 牲禮: 0.6986987590789795, 祭拜: 0.697193443775177, 元宵節: 0.6963086724281311, 三牲: 0.6936299204826355, 端午節: 0.6850723028182983, 元宵: 0.6828840970993042, 家家戶戶: 0.6683516502380371, 
好可憐: 齊梓聰: 0.7826035618782043, 亮士: 0.7723234295845032, 杉田鬱子: 0.7558845281600952, 對不住: 0.7557950019836426, 楊振凱: 0.7505016326904297, 江鐵雄: 0.749082088470459, 阿瓶: 0.7482433915138245, 史倫米: 0.7457730770111084, tazungan: 0.7451637983322144, 椎香: 0.7445790767669678, 
小妾: 陪嫁: 0.8725683689117432, 賈璉: 0.863532543182373, 王夫人: 0.8538755774497986, 賈赦: 0.8499765396118164, 薛蟠: 0.8489054441452026, 婢女: 0.8446462154388428, 侍妾: 0.841181755065918, 義女: 0.8379024267196655, 賈府: 0.8369032144546509, 嫂子: 0.8317863941192627, 
極短時間: 臨界狀態: 0.695452094078064, 化學變化: 0.6661736965179443, 自偶: 0.6468300819396973, 連鎖反應: 0.6453562378883362, 構象變化: 0.6350733041763306, 次級線圈: 0.6284506320953369, 鼓泡: 0.6280137300491333, 塑性變形: 0.6279760003089905, 熱對流: 0.6275269985198975, 脆性斷裂: 0.6272228956222534, 
偽娘: 蘿莉控: 0.7852599620819092, 腐女: 0.7629261016845703, 美少年: 0.7451647520065308, 傲嬌: 0.7234030961990356, 男扮女裝: 0.7220349311828613, 腹黑: 0.7136249542236328, 貧乳: 0.705752968788147, 妖艷: 0.7010400295257568, 病嬌: 0.6936891674995422, 女性化: 0.6906065344810486, 
完全負責: 榕桉: 0.667212963104248, 丁英: 0.664307713508606, 年春回: 0.664237380027771, 供用電: 0.6589257717132568, nestran: 0.6515910625457764, khumi: 0.6507332921028137, voluntad: 0.6500594019889832, 慶俊: 0.6483782529830933, 李世默: 0.6482001543045044, 膜鳴: 0.647704005241394, 
接護: 高偉雄: 0.8354649543762207, 幹福熹: 0.8338879346847534, 瓦格夫: 0.8326871395111084, einiger: 0.8313720226287842, 黑田友範: 0.8306657671928406, tonnelier: 0.8292737007141113, 但斯嘉麗: 0.8287614583969116, builded: 0.82759690284729, 張厝村: 0.8270919322967529, notiz: 0.8269250988960266, 
逼: 只好: 0.7457185983657837, 逼迫: 0.7387911081314087, 無奈: 0.7304356098175049, 眼見: 0.727501392364502, 憤而: 0.7171182036399841, 逼使: 0.7125599384307861, 忍痛: 0.7046241760253906, 不甘: 0.7041022777557373, 不肯: 0.7031264305114746, 終被: 0.6930879354476929, 
陳昕: 葛守禮: 0.7326626777648926, 劉慧娘: 0.7324305772781372, 張天野: 0.7298200130462646, 路振飛: 0.7220221757888794, 高熙: 0.7210655212402344, 李迎旗: 0.720478892326355, 鄭天壽: 0.7190836071968079, 李苗: 0.7184809446334839, 鄭善夫: 0.71808260679245, 張煦: 0.7170978784561157, 
說謊話: 幹嗎: 0.6962958574295044, 耳邊風: 0.6887456178665161, ingeri: 0.6879758238792419, 莫笑: 0.6863654851913452, 毋通: 0.6809056997299194, 很難吃: 0.6793497204780579, 理直氣壯: 0.6772631406784058, 說不出來: 0.6767412424087524, 不騙你: 0.6762137413024902, 不可救藥: 0.6722729206085205, 
智能障礙: 精神障礙: 0.8043208122253418, 功能障礙: 0.7916629314422607, 性功能: 0.7849984169006348, 病變: 0.7783786654472351, 惡性腫瘤: 0.7745028138160706, 精神分裂症: 0.7739576101303101, 神經性: 0.7716820240020752, 精神疾病: 0.7710944414138794, 青光眼: 0.7655284404754639, 徵狀: 0.7651965618133545, 
好聚好散: 高林生: 0.8111153841018677, 憨人: 0.8058446645736694, 林佳儀: 0.8039294481277466, 龐龍: 0.801440954208374, 柯以敏: 0.788611650466919, 伍冠諺: 0.7846848368644714, 愛難求: 0.7827301025390625, 孫崇瑋: 0.7822085022926331, 莊立帆: 0.7773824334144592, 葬心: 0.775999128818512, 
